Cell Preparation,Stoichiometry,Cytokine conditioning,Donor,Time,IFNg,IL-10,IL-17a,IL-2,IL-4,IL-6,TNF
Pure NK,1:1,No cytokine,279,6.0,2.788535625701328e-08,7.465354056645608e-09,1.0993879985798556e-07,1.5982565543759956e-08,6.66068645433638e-09,1.6031449098211368e-07,3.0800562973453844e-08
Pure NK,1:1,No cytokine,279,12.0,3.2476404717201e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9673822258508246e-07,3.0800562973453844e-08
Pure NK,1:1,No cytokine,279,18.0,3.606488107770273e-08,7.465354056645608e-09,1.706766223217783e-07,1.5982565543759956e-08,1.5808924832182704e-08,1.9191308942173218e-07,4.8106907279322537e-08
Pure NK,1:1,No cytokine,279,24.0,2.2377382000469652e-08,1.0463821787596514e-08,8.536235005092829e-08,2.927559121582414e-08,1.1960319223538414e-08,4.028000785376539e-07,3.736617711234629e-08
Pure NK,1:1,No cytokine,279,30.0,3.553089511352985e-08,1.8815334342154516e-08,9.41441044363216e-08,1.5982565543759956e-08,6.66068645433638e-09,3.1089539573040915e-07,4.201763315653952e-08
Pure NK,1:1,No cytokine,279,36.0,4.579710965450389e-08,8.690032761281212e-09,8.658116635434302e-08,3.086049049916882e-08,1.3844502887319976e-08,3.807049403346741e-07,1.0471405246641853e-07
Pure NK,1:1,No cytokine,279,42.0,1.2563935788623802e-08,1.7379799437984693e-08,2.9464900767251256e-07,1.5982565543759956e-08,9.954379578293429e-09,3.2976972481574114e-07,1.1498871979408052e-07
Pure NK,1:1,No cytokine,279,48.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,1.0960529583754064e-08,2.6419241112187443e-07,3.0800562973453844e-08
Pure NK,1:1,No cytokine,279,60.0,2.2957893687776475e-08,7.465354056645608e-09,1.1571256688801083e-07,1.5982565543759956e-08,1.126110418083681e-08,2.9147748307571796e-07,9.200867443810518e-08
Pure NK,1:1,No cytokine,279,72.0,2.9921204602634335e-08,2.9186451347588505e-08,1.0222908362377342e-07,4.390005581798362e-08,4.3972677251069525e-08,2.6277605667092036e-07,9.520711368803897e-08
Pure NK,1:1,IL-12+IL-15,276,1.0,4.985146915680109e-08,7.465354056645608e-09,8.536235005092829e-08,2.2858310300270458e-08,1.0960529583754064e-08,1.9016324386417526e-08,3.684431542634806e-08
Pure NK,1:1,IL-12+IL-15,276,3.0,1.6384760314076146e-07,2.7921961529904822e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,9.446011345001275e-08,1.0381404694843081e-07
Pure NK,1:1,IL-12+IL-15,276,6.0,2.437408363461342e-07,1.9984198259696608e-08,1.5417723021799738e-07,1.5982565543759956e-08,6.66068645433638e-09,2.1762950022401402e-07,6.14304705035426e-08
Pure NK,1:1,IL-12+IL-15,276,12.0,2.0820679999969647e-07,1.6986882093596463e-08,1.8074123097362446e-07,2.265550375184778e-08,1.3053468164486122e-08,4.477018671015228e-07,1.6299801174900246e-07
Pure NK,1:1,IL-12+IL-15,276,18.0,1.7583702917392627e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,2.1514393579117676e-08,7.024435400563804e-07,4.456936202133946e-08
Pure NK,1:1,IL-12+IL-15,276,24.0,2.0992376460418578e-07,2.9186451347588505e-08,2.6079512422004984e-07,1.5982565543759956e-08,2.465895425627762e-08,9.84254534760481e-07,1.4294890771268148e-07
Pure NK,1:1,IL-12+IL-15,276,30.0,1.0392801905937338e-07,2.3847893756480223e-08,1.6023611317024297e-07,9.952799789389983e-08,2.1705822493185184e-08,6.645602795152151e-07,1.1676217647597457e-07
Pure NK,1:1,IL-12+IL-15,276,36.0,1.2563935788623802e-08,1.194822610789883e-08,2.553141237689121e-07,5.360715496582384e-08,2.3233211833133446e-08,6.288480608811096e-07,1.8021280091681924e-07
Pure NK,1:1,IL-12+IL-15,276,42.0,9.605900655751749e-08,7.465354056645608e-09,1.8564713735966696e-07,1.5982565543759956e-08,2.692870130468136e-08,7.438373874444054e-07,1.0651080569605455e-07
Pure NK,1:1,IL-12+IL-15,276,48.0,9.095324447218559e-08,1.7248896351770663e-08,2.5178902505415343e-07,1.7115565470248254e-08,4.842996208534513e-08,4.7507089112773716e-07,2.1644591894096964e-07
Pure NK,1:1,IL-12+IL-15,276,60.0,3.3380012285035437e-08,1.4217674836840147e-08,2.492527765412695e-07,9.105344984256844e-08,6.486088616819587e-08,6.196268973686462e-07,1.9885287568081005e-07
Pure NK,1:1,IL-12+IL-15,276,72.0,5.8769751467479065e-08,5.869225664063074e-08,4.210625698234875e-07,1.141825424173094e-07,4.9517363020284274e-08,6.079239305297143e-07,1.3516900573095802e-07
Pure NK,1:1,IL-12+IL-15,277,1.0,3.463765438243603e-08,1.5935957212087356e-08,1.1652294421105937e-07,1.5982565543759956e-08,6.66068645433638e-09,9.241598772394244e-08,3.632138006527916e-08
Pure NK,1:1,IL-12+IL-15,277,3.0,1.017114804772197e-07,7.465354056645608e-09,1.228863096609024e-07,4.04330879435115e-08,1.9207820854318573e-08,3.6398573444762475e-08,4.5584099242340125e-08
Pure NK,1:1,IL-12+IL-15,277,6.0,1.7312347761362899e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.8279397716460575e-07,6.721520768621742e-08
Pure NK,1:1,IL-12+IL-15,277,12.0,1.2411969313784919e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,5.216432940499867e-07,8.925456527988479e-08
Pure NK,1:1,IL-12+IL-15,277,18.0,1.444824702797486e-07,7.465354056645608e-09,1.534950592845582e-07,1.9182880876956082e-08,6.66068645433638e-09,5.899013862218592e-07,6.191543097391047e-08
Pure NK,1:1,IL-12+IL-15,277,24.0,1.401401423407776e-07,7.465354056645608e-09,1.1571256688801083e-07,2.2046157791074954e-08,1.0558871254965643e-08,6.867609240137689e-07,9.063310467407044e-08
Pure NK,1:1,IL-12+IL-15,277,30.0,8.85336487795237e-08,7.465354056645608e-09,9.688500985594167e-08,1.669962861170037e-08,6.66068645433638e-09,6.432316709858139e-07,3.0800562973453844e-08
Pure NK,1:1,IL-12+IL-15,277,36.0,1.0598963044807922e-07,7.465354056645608e-09,2.4051013675422486e-07,2.0004433521445573e-08,8.53362191071039e-09,7.597052061607778e-07,8.184958410693342e-08
Pure NK,1:1,IL-12+IL-15,277,42.0,7.687651202917425e-08,3.345867745940374e-08,3.0421888048438545e-07,3.849641421987282e-08,2.3423646727653985e-08,4.3581449083149875e-07,1.0471405246641853e-07
Pure NK,1:1,IL-12+IL-15,277,48.0,7.950915354595292e-08,3.019533033301703e-08,1.252208757487206e-07,1.5982565543759956e-08,4.003660919675293e-08,4.955440019260041e-07,7.623295756603045e-08
Pure NK,1:1,IL-12+IL-15,277,60.0,5.434326685290703e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,4.752986137207778e-07,6.191543097391047e-08
Pure NK,1:1,IL-12+IL-15,277,72.0,2.9921204602634335e-08,1.5408697885172318e-08,1.2131472236201026e-07,1.5982565543759956e-08,2.055548223995841e-08,7.019956271549711e-07,5.4086562338057525e-08
Pure NK,1:1,IL-12+IL-15,278,1.0,1.2563935788623802e-08,9.648007597023505e-09,8.536235005092829e-08,6.1492752777929e-08,6.66068645433638e-09,4.787408185558262e-08,7.717305696021664e-08
Pure NK,1:1,IL-12+IL-15,278,3.0,3.229513640387644e-08,2.5125850462069606e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,5.8586842395922817e-08,3.0800562973453844e-08
Pure NK,1:1,IL-12+IL-15,278,6.0,6.935530948900163e-08,7.465354056645608e-09,8.536235005092829e-08,1.8358338716387214e-08,6.66068645433638e-09,2.0492106083617218e-07,3.0800562973453844e-08
Pure NK,1:1,IL-12+IL-15,278,12.0,9.351206686496263e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,2.1227032077511137e-08,6.205267589170027e-07,7.811152473862823e-08
Pure NK,1:1,IL-12+IL-15,278,18.0,9.050041779797399e-08,7.585980104991384e-09,1.1326023277290365e-07,1.5982565543759956e-08,1.0759830145789741e-08,6.710661476805335e-07,4.0475848216662984e-08
Pure NK,1:1,IL-12+IL-15,278,24.0,4.783200118770318e-08,8.690032761281212e-09,9.688500985594167e-08,4.351598879015309e-08,6.66068645433638e-09,7.407073778410009e-07,3.0800562973453844e-08
Pure NK,1:1,IL-12+IL-15,278,30.0,5.168984667015104e-08,2.2565183790857506e-08,9.321953278240918e-08,3.674646492144486e-08,6.66068645433638e-09,4.3146663745565366e-07,3.0800562973453844e-08
Pure NK,1:1,IL-12+IL-15,278,36.0,5.1856387188729805e-08,1.9854563822251262e-08,1.7825766650117421e-07,2.987075102545735e-08,1.0558871254965643e-08,6.715147456969521e-07,3.0800562973453844e-08
Pure NK,1:1,IL-12+IL-15,278,42.0,1.660437893247573e-08,4.594868172633984e-08,1.2905373266173522e-07,5.379596076297508e-08,1.4828954091257049e-08,4.937259227734419e-07,8.278026592827702e-08
Pure NK,1:1,IL-12+IL-15,278,48.0,8.989604487473797e-08,7.862992714070968e-09,8.536235005092829e-08,2.4475432001905e-08,1.6394891980299613e-08,5.377253536012276e-07,2.1359542550276052e-07
Pure NK,1:1,IL-12+IL-15,278,60.0,3.047199711809565e-08,8.4149934141756e-09,8.536235005092829e-08,4.178417015051838e-08,6.66068645433638e-09,4.7302113417343266e-07,3.0800562973453844e-08
Pure NK,1:1,IL-12+IL-15,278,72.0,1.2563935788623802e-08,3.12018997804703e-08,2.5980376876682554e-07,1.3010245437628045e-07,1.9207820854318573e-08,5.003148849133407e-07,3.0800562973453844e-08
Pure NK,1:1,IL-12+IL-15,279,1.0,1.2563935788623802e-08,7.465354056645608e-09,1.0483755738252684e-07,1.669962861170037e-08,6.66068645433638e-09,6.017877184830138e-08,3.8406756816293866e-08
Pure NK,1:1,IL-12+IL-15,279,3.0,6.6976051272498e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,9.343850755570263e-08,3.0800562973453844e-08
Pure NK,1:1,IL-12+IL-15,279,6.0,1.3887544688174926e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,1.7368344126227494e-08,3.0271711809687397e-07,6.817225663389222e-08
Pure NK,1:1,IL-12+IL-15,279,12.0,1.2440606505279157e-07,1.2752383417758021e-08,8.85089595276772e-08,1.5982565543759956e-08,1.126110418083681e-08,4.2505486039949066e-07,3.0800562973453844e-08
Pure NK,1:1,IL-12+IL-15,279,18.0,1.4322397112090216e-07,1.0463821787596514e-08,1.4586431282810076e-07,2.887825487691144e-08,1.5123400272544214e-08,5.641788359777655e-07,3.0800562973453844e-08
Pure NK,1:1,IL-12+IL-15,279,24.0,5.10227205671657e-08,2.1406420600910225e-08,8.536235005092829e-08,2.3668035531192554e-08,6.66068645433638e-09,5.639529773516714e-07,7.434775693789473e-08
Pure NK,1:1,IL-12+IL-15,279,30.0,6.617967905820228e-08,7.465354056645608e-09,1.595698689612865e-07,8.688394991746947e-08,2.8528577195105077e-08,6.798119261548805e-07,3.156305759276958e-08
Pure NK,1:1,IL-12+IL-15,279,36.0,9.665660961191123e-08,2.7034478169729537e-08,9.778809173382325e-08,1.5982565543759956e-08,1.5906688221631453e-08,8.019016740083039e-07,1.4681672380371143e-07
Pure NK,1:1,IL-12+IL-15,279,42.0,2.0815461406767608e-08,7.465354056645608e-09,3.4462614102992066e-07,1.5982565543759956e-08,6.66068645433638e-09,5.338767981535547e-07,4.961140754933699e-08
Pure NK,1:1,IL-12+IL-15,279,48.0,5.615411308814408e-08,7.465354056645608e-09,1.7825766650117421e-07,1.5982565543759956e-08,1.0860211949025581e-08,5.815582224217137e-07,3.5797350840220366e-08
Pure NK,1:1,IL-12+IL-15,279,60.0,5.10227205671657e-08,4.066362729060955e-08,2.5631591215683694e-07,1.5982565543759956e-08,7.71447991590689e-09,7.409309627925771e-07,9.657319604109849e-08
Pure NK,1:1,IL-12+IL-15,279,72.0,5.285363918158524e-08,5.022009321093054e-08,3.752602331197624e-07,6.335778070553828e-08,3.773652191049106e-08,8.548907399549827e-08,1.4895940363743595e-07
Pure NK,3:1,No cytokine,276,1.0,2.1403627889374885e-08,8.552590671391996e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,3:1,No cytokine,276,3.0,2.1011852795101078e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,9.144382113814378e-09,5.672496488484824e-08,7.998366778053241e-08
Pure NK,3:1,No cytokine,276,6.0,1.2563935788623802e-08,7.465354056645608e-09,2.0281060014443413e-07,1.5982565543759956e-08,6.66068645433638e-09,1.0336197860850852e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,276,12.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.5492219590374607e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,276,18.0,1.5366086148745657e-08,7.465354056645608e-09,1.0825481663744086e-07,1.5982565543759956e-08,1.1860608143763628e-08,2.7220869975823347e-07,3.4745926391007655e-08
Pure NK,3:1,No cytokine,276,24.0,1.2563935788623802e-08,2.2565183790857506e-08,8.536235005092829e-08,1.5982565543759956e-08,7.405769275114116e-09,2.6584416676608505e-07,3.368986540072346e-08
Pure NK,3:1,No cytokine,276,30.0,1.3685450141443225e-08,9.101455702569231e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.4810889729873384e-07,5.260099354501919e-08
Pure NK,3:1,No cytokine,276,36.0,2.3150796196028806e-08,7.465354056645608e-09,1.5074761277689787e-07,1.5982565543759956e-08,1.5025295743228724e-08,3.0318483346424976e-07,7.008062727844342e-08
Pure NK,3:1,No cytokine,276,42.0,1.4530268479947006e-08,1.5408697885172318e-08,8.536235005092829e-08,2.7483910953426513e-08,9.448691800414667e-09,2.67966821313606e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,276,48.0,1.2563935788623802e-08,1.9465306127380372e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.7809277329763835e-07,5.110935292030713e-08
Pure NK,3:1,No cytokine,276,60.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.188266594835425e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,276,72.0,5.533231048685783e-08,2.435963040142103e-08,8.536235005092829e-08,2.1639138298925997e-08,6.66068645433638e-09,3.3255997212952924e-07,7.576228774887789e-08
Pure NK,3:1,No cytokine,277,1.0,1.8631545355575387e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,3:1,No cytokine,277,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,3:1,No cytokine,277,6.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,6.229586295148573e-08,3.0800562973453844e-08
Pure NK,3:1,No cytokine,277,12.0,3.588704630517438e-08,8.139321620532035e-09,9.135324818203934e-08,1.5982565543759956e-08,6.66068645433638e-09,1.0842060717301575e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,277,18.0,1.9629773776421546e-08,7.465354056645608e-09,1.4866678558808362e-07,2.3465826261521033e-08,7.096160934730233e-09,2.3671212936315095e-07,4.0475848216662984e-08
Pure NK,3:1,No cytokine,277,24.0,4.288602246309567e-08,1.855491127528835e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.3528484615501344e-07,7.764249317303315e-08
Pure NK,3:1,No cytokine,277,30.0,1.2563935788623802e-08,9.784302150068346e-09,8.536235005092829e-08,2.2452543922546486e-08,6.66068645433638e-09,2.6308803167811472e-08,3.0800562973453844e-08
Pure NK,3:1,No cytokine,277,36.0,1.2563935788623802e-08,1.0328171597029239e-08,1.3504560122178876e-07,3.8108118889243243e-08,6.66068645433638e-09,2.526099081025688e-07,5.507367622940531e-08
Pure NK,3:1,No cytokine,277,42.0,3.0105006205812296e-08,1.194822610789883e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.1858640463993644e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,277,48.0,2.8257481049518596e-08,9.920463762078535e-09,1.1973055276181875e-07,3.026697153742709e-08,1.0458292741499056e-08,2.5710534961974756e-07,1.3212677779564652e-07
Pure NK,3:1,No cytokine,277,60.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.010733684540598e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,277,72.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,2.036333772808818e-08,2.1595418436784199e-07,4.3040941640361195e-08
Pure NK,3:1,No cytokine,278,1.0,3.265748888663558e-08,7.465354056645608e-09,8.536235005092829e-08,4.4667359773673665e-08,6.66068645433638e-09,2.7727785297943713e-08,3.0800562973453844e-08
Pure NK,3:1,No cytokine,278,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.6024222222417263e-08,3.0800562973453844e-08
Pure NK,3:1,No cytokine,278,6.0,1.2563935788623802e-08,7.465354056645608e-09,1.0740677237281119e-07,1.5982565543759956e-08,2.5417048189729776e-08,8.162096968305856e-08,5.4580440627920285e-08
Pure NK,3:1,No cytokine,278,12.0,2.6387573196498777e-08,7.465354056645608e-09,8.536235005092829e-08,2.143538663315506e-08,6.66068645433638e-09,9.343850755570263e-08,3.0800562973453844e-08
Pure NK,3:1,No cytokine,278,18.0,3.211368250332466e-08,9.920463762078535e-09,1.6939316101425764e-07,1.9388543395713496e-08,1.166101152853525e-08,2.1164188091931376e-07,9.702794755209006e-08
Pure NK,3:1,No cytokine,278,24.0,2.1794087676984348e-08,1.194822610789883e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.1260071755430754e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,278,30.0,1.5573714835927994e-08,7.465354056645608e-09,8.536235005092829e-08,1.732321163086874e-08,9.65118661923075e-09,2.0876346633873435e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,278,36.0,1.304546644899999e-08,7.465354056645608e-09,1.0655459765002305e-07,1.9594021489894366e-08,1.0960529583754064e-08,2.6725939799353853e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,278,42.0,5.3351004110503184e-08,7.465354056645608e-09,1.0740677237281119e-07,1.5982565543759956e-08,7.817191198034154e-09,1.475455331524891e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,278,48.0,2.5821911789975077e-08,7.465354056645608e-09,1.2752906668763017e-07,1.5982565543759956e-08,1.0357647206849622e-08,1.6422740562569518e-07,6.384987954655487e-08
Pure NK,3:1,No cytokine,278,60.0,2.1403627889374885e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,3.9209614098321964e-08,2.7903343950281703e-07,7.764249317303315e-08
Pure NK,3:1,No cytokine,278,72.0,1.2563935788623802e-08,7.465354056645608e-09,1.5823225604150981e-07,1.5982565543759956e-08,6.66068645433638e-09,2.535567749297114e-07,3.262897761127833e-08
Pure NK,3:1,No cytokine,279,1.0,1.8831965012830436e-08,9.375010954718348e-09,8.536235005092829e-08,1.5982565543759956e-08,8.941119424502898e-09,1.9016324386417526e-08,6.62562020552693e-08
Pure NK,3:1,No cytokine,279,3.0,1.4319936080340032e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.4457842842411263e-08,3.0800562973453844e-08
Pure NK,3:1,No cytokine,279,6.0,2.4302134131090523e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.152198632013478e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,279,12.0,1.304546644899999e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.76167376524669e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,279,18.0,5.0855695815114775e-08,1.4880177662348031e-08,8.536235005092829e-08,3.6356654917654155e-08,6.66068645433638e-09,2.426526466290408e-07,8.510050982353756e-08
Pure NK,3:1,No cytokine,279,24.0,1.5366086148745657e-08,1.4615428666932267e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.6725939799353853e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,279,30.0,2.9737196572425805e-08,1.3153122211677269e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.1486263983336786e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,279,36.0,1.7420442483252028e-08,8.82732249929891e-09,8.536235005092829e-08,2.061872399563196e-08,6.66068645433638e-09,2.3742554231638065e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,279,42.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,3.204468698111771e-08,6.66068645433638e-09,2.677310277357461e-07,3.0800562973453844e-08
Pure NK,3:1,No cytokine,279,48.0,1.762334686901921e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,1.3647043300247609e-08,2.114021224429637e-07,9.063310467407044e-08
Pure NK,3:1,No cytokine,279,60.0,1.2563935788623802e-08,1.100520975128843e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.300461804091928e-07,5.011143826704547e-08
Pure NK,3:1,No cytokine,279,72.0,1.2563935788623802e-08,7.465354056645608e-09,1.0397253618760307e-07,1.5982565543759956e-08,6.66068645433638e-09,2.0708305584009785e-07,6.094495956635837e-08
Pure NK,3:1,IL-12+IL-15,276,1.0,2.120790685077205e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,3:1,IL-12+IL-15,276,3.0,9.710440026160793e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.3162975862357314e-08,3.0800562973453844e-08
Pure NK,3:1,IL-12+IL-15,276,6.0,1.9091938158596164e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,9.292736266380012e-08,3.0800562973453844e-08
Pure NK,3:1,IL-12+IL-15,276,12.0,2.224109567019337e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,8.124768363123822e-09,3.0622383648180477e-07,5.704033982998194e-08
Pure NK,3:1,IL-12+IL-15,276,18.0,1.8891009765986826e-07,9.920463762078535e-09,1.4796921356549174e-07,1.5982565543759956e-08,6.66068645433638e-09,4.287193832235947e-07,8.370946019297511e-08
Pure NK,3:1,IL-12+IL-15,276,24.0,1.8917818577188015e-07,7.465354056645608e-09,8.536235005092829e-08,2.1639138298925997e-08,6.66068645433638e-09,4.239093377588068e-07,7.103201740690144e-08
Pure NK,3:1,IL-12+IL-15,276,30.0,1.4532049828134378e-07,1.0463821787596514e-08,8.536235005092829e-08,3.479388423856344e-08,9.752323296883206e-09,3.5390416266452553e-07,3.527220683969359e-08
Pure NK,3:1,IL-12+IL-15,276,36.0,1.877029957714306e-07,7.465354056645608e-09,2.9602743327308267e-07,2.224942916331152e-08,1.404176858636641e-08,3.837012955648117e-07,1.1098424153252751e-07
Pure NK,3:1,IL-12+IL-15,276,42.0,1.3082155853220236e-07,2.410385591544619e-08,8.536235005092829e-08,1.5982565543759956e-08,1.2656719438676893e-08,3.4857580261820025e-07,9.702794755209006e-08
Pure NK,3:1,IL-12+IL-15,276,48.0,8.823040734306252e-08,1.855491127528835e-08,8.536235005092829e-08,1.5982565543759956e-08,1.5221461047533424e-08,4.2024250232486803e-07,3.0800562973453844e-08
Pure NK,3:1,IL-12+IL-15,276,60.0,7.594361910212438e-08,1.5276687996423153e-08,1.3207047962382323e-07,1.5982565543759956e-08,1.0558871254965643e-08,3.1836046959036365e-07,3.8925511912695636e-08
Pure NK,3:1,IL-12+IL-15,276,72.0,5.893253488105288e-08,5.204311819824971e-08,5.395025346439297e-07,7.28034612527766e-08,4.424639676324041e-08,3.7978270456020773e-07,8.74117879641774e-08
Pure NK,3:1,IL-12+IL-15,277,1.0,3.047199711809565e-08,7.465354056645608e-09,1.236674972954653e-07,5.6997542052432e-08,1.7756667606356044e-08,2.143162661392e-08,1.1143017496010574e-07
Pure NK,3:1,IL-12+IL-15,277,3.0,1.1721336238789204e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,4.652143173509719e-08,8.602607905663499e-08
Pure NK,3:1,IL-12+IL-15,277,6.0,2.2306536830775976e-07,8.82732249929891e-09,8.536235005092829e-08,1.5982565543759956e-08,1.1960319223538414e-08,1.3320062015813952e-07,8.091739238270188e-08
Pure NK,3:1,IL-12+IL-15,277,12.0,2.0886741256992326e-07,7.465354056645608e-09,1.9226682746095289e-07,2.407201899981852e-08,1.0558871254965643e-08,4.823552524927176e-07,5.359203366775783e-08
Pure NK,3:1,IL-12+IL-15,277,18.0,2.100557545158957e-07,1.8163798672460104e-08,1.8686129980869867e-07,2.061872399563196e-08,1.3053468164486122e-08,5.105306897642645e-07,3.0800562973453844e-08
Pure NK,3:1,IL-12+IL-15,277,24.0,1.9011604831492849e-07,1.7510633968408526e-08,1.0740677237281119e-07,2.306096518386489e-08,1.0156152051663804e-08,5.223232864535688e-07,7.05565518147985e-08
Pure NK,3:1,IL-12+IL-15,277,30.0,1.4949923272213397e-07,7.465354056645608e-09,1.401579031679244e-07,1.877099311543453e-08,6.66068645433638e-09,4.682365761234665e-07,3.788698462573789e-08
Pure NK,3:1,IL-12+IL-15,277,36.0,1.3985925782836343e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,9.245895600547713e-09,6.335690555597043e-07,5.260099354501919e-08
Pure NK,3:1,IL-12+IL-15,277,42.0,1.235466237855278e-07,4.545885664350475e-08,3.3191373624476056e-07,1.267545305872951e-07,6.66068645433638e-09,1.0260147707969904e-07,1.6637582414250485e-07
Pure NK,3:1,IL-12+IL-15,277,48.0,6.31377974329245e-08,7.465354056645608e-09,1.589019219424751e-07,1.5982565543759956e-08,1.8531585763906835e-08,3.6593292542812006e-07,8.417350630901279e-08
Pure NK,3:1,IL-12+IL-15,277,60.0,8.85336487795237e-08,1.9205501115910685e-08,1.6222478584918737e-07,3.674646492144486e-08,8.839368170770971e-09,6.735333065184049e-07,1.1232129042909075e-07
Pure NK,3:1,IL-12+IL-15,277,72.0,5.8769751467479065e-08,1.3153122211677269e-08,8.536235005092829e-08,2.3668035531192554e-08,9.65118661923075e-09,4.438175133836908e-07,3.0800562973453844e-08
Pure NK,3:1,IL-12+IL-15,278,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,2.7284240093590138e-08,1.2159569716693722e-08,1.9016324386417526e-08,5.753047167920843e-08
Pure NK,3:1,IL-12+IL-15,278,3.0,7.749734737919075e-08,7.465354056645608e-09,1.8564713735966696e-07,3.105811700564163e-08,6.66068645433638e-09,5.0838651997167116e-08,9.74823975798737e-08
Pure NK,3:1,IL-12+IL-15,278,6.0,1.1140636348529136e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.7811083686322545e-07,1.0110736325854247e-07
