Cell Preparation,Stoichiometry,Cytokine conditioning,Donor,Time,IFNg,IL-10,IL-17a,IL-2,IL-4,IL-6,TNF
With bystander,1:1,No cytokine,277,3.0,1.2563935788623802e-08,9.920463762078535e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,4.787408185558262e-08,3.0800562973453844e-08
With bystander,1:1,No cytokine,277,6.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.8514266227377666e-07,3.0800562973453844e-08
With bystander,1:1,No cytokine,277,12.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,3.459813100388666e-08,6.66068645433638e-09,1.7349246814632622e-07,3.0800562973453844e-08
With bystander,1:1,No cytokine,277,18.0,1.6193573679232857e-08,1.194822610789883e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.029509816937454e-07,3.0800562973453844e-08
With bystander,1:1,No cytokine,277,24.0,1.4740038858106112e-08,2.1793146540292938e-08,8.658116635434302e-08,2.0209371885059563e-08,6.66068645433638e-09,3.3372213810099854e-07,3.5797350840220366e-08
With bystander,1:1,No cytokine,277,30.0,2.0618728265772863e-08,7.465354056645608e-09,8.658116635434302e-08,2.2858310300270458e-08,6.66068645433638e-09,1.9016324386417526e-08,3.262897761127833e-08
With bystander,1:1,No cytokine,277,36.0,1.2563935788623802e-08,1.6986882093596463e-08,8.536235005092829e-08,2.102739031072198e-08,6.66068645433638e-09,3.2325329345235664e-07,3.0800562973453844e-08
With bystander,1:1,No cytokine,277,42.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,2.8480459389837615e-08,6.66068645433638e-09,2.8114915849301925e-07,3.0800562973453844e-08
With bystander,1:1,No cytokine,277,48.0,1.2563935788623802e-08,7.862992714070968e-09,8.536235005092829e-08,2.2858310300270458e-08,6.66068645433638e-09,2.109225460940311e-07,3.0800562973453844e-08
With bystander,1:1,No cytokine,277,60.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,2.143538663315506e-08,6.66068645433638e-09,2.386142273855179e-07,4.201763315653952e-08
With bystander,1:1,No cytokine,277,72.0,1.2563935788623802e-08,1.1813837845864517e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.476347768714521e-07,3.0800562973453844e-08
With bystander,1:1,No cytokine,278,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,5.539189759222494e-08,3.0800562973453844e-08
With bystander,1:1,No cytokine,278,3.0,1.2830853148411522e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,8.882978583712389e-08,3.0800562973453844e-08
With bystander,1:1,No cytokine,278,6.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.7519504026563156e-07,3.0800562973453844e-08
With bystander,1:1,No cytokine,278,12.0,1.2563935788623802e-08,1.0734754787735474e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.7503411896696006e-07,3.0800562973453844e-08
With bystander,1:1,No cytokine,278,18.0,1.4740038858106112e-08,1.0463821787596514e-08,8.536235005092829e-08,2.061872399563196e-08,6.66068645433638e-09,3.3883265659683045e-07,3.8925511912695636e-08
With bystander,1:1,No cytokine,278,24.0,1.2563935788623802e-08,1.8815334342154516e-08,8.536235005092829e-08,2.628402137300756e-08,6.66068645433638e-09,3.5621929884980734e-07,3.0800562973453844e-08
